transaction_id,amount,transaction_type,location,time_of_day,is_fraud
2677,368.4182017683967,online,US,afternoon,0
2678,59.03386012826944,online,IN,evening,0
2679,112.40070010895512,online,IN,evening,0
2680,516.3460408096158,in-person,IN,night,0
2681,268.3250840512435,in-person,CA,night,0
2682,835.6447455164522,in-person,UK,evening,0
2683,15.678695266298888,in-person,US,morning,0
2684,379.71495462326425,in-person,UK,afternoon,0
2685,338.0082012223236,in-person,IN,evening,0
2686,20.308303286683433,in-person,IN,night,0
2687,125.2440306015097,in-person,IN,afternoon,0
2688,414.22903224371663,online,UK,night,0
2689,493.37171986299916,in-person,CA,morning,0
2690,404.8854575076142,online,CA,morning,0
2691,531.4067407336818,online,US,night,0
2692,595.5365432307758,online,UK,afternoon,0
2693,10.913897306707796,online,CA,night,0
2694,464.63106429405036,in-person,US,afternoon,0
2695,963.5357416467007,in-person,IN,evening,0
2696,519.5132478494191,online,IN,night,0
2697,677.8647251914942,online,US,night,0
2698,312.55199405896633,online,CA,afternoon,0
2699,774.2173867746097,in-person,UK,evening,0
2700,773.148560394239,online,US,afternoon,0
2701,521.7747516064848,online,CA,afternoon,0
2702,976.0378094559344,in-person,US,night,1
2703,126.42466454789073,online,CA,night,0
2704,17.930717224691413,in-person,IN,afternoon,0
2705,770.3880535453388,in-person,US,morning,0
2706,807.3483818275176,online,UK,morning,0
2707,121.08702189145566,online,US,morning,0
2708,266.3172501256475,online,IN,night,0
2709,18.53481100326228,in-person,IN,night,0
2710,294.01530216978415,in-person,CA,evening,0
2711,773.3687320447528,in-person,IN,night,0
2712,518.4425671848663,online,CA,evening,0
2713,348.7474975751198,online,IN,night,0
2714,372.36755561142394,online,CA,morning,0
2715,2.352272089752686,online,UK,morning,0
2716,300.5007270376707,online,CA,afternoon,0
2717,646.8122828962926,online,CA,afternoon,0
2718,974.2202493725407,in-person,UK,evening,0
2719,847.2137661569157,in-person,CA,evening,0
2720,24.571369680883596,in-person,CA,afternoon,0
2721,898.6620440701645,online,UK,evening,0
2722,783.4152148853273,in-person,IN,night,0
2723,780.5957474474094,in-person,US,morning,0
2724,458.5377632445679,in-person,CA,afternoon,0
2725,398.6072876615483,online,IN,afternoon,0
2726,303.6128131043594,online,US,night,0
2727,66.62916409541141,in-person,UK,evening,0
2728,229.00712813020542,online,CA,afternoon,0
2729,247.3570313430466,online,CA,afternoon,0
2730,484.5929926404914,online,UK,night,0
2731,747.6969621900973,online,CA,morning,0
2732,474.3360185695487,in-person,US,afternoon,0
2733,58.78660499771345,online,US,afternoon,0
2734,957.8320111872157,in-person,UK,night,0
2735,942.7815947750181,in-person,CA,afternoon,0
2736,785.40435360526,online,IN,afternoon,0
2737,991.3365736626564,online,CA,morning,0
2738,544.9378504674627,online,UK,afternoon,0
2739,962.8055819029529,in-person,IN,night,0
2740,76.52943557613402,in-person,US,morning,0
2741,366.31506751310997,in-person,US,morning,0
2742,226.15588673875908,in-person,IN,morning,0
2743,196.63725105013577,in-person,IN,evening,0
2744,141.6621459437834,in-person,UK,night,0
2745,622.7912279244307,in-person,CA,evening,0
2746,781.5405338915577,online,US,afternoon,0
2747,578.7201010209403,in-person,CA,morning,0
2748,147.81574687862147,in-person,US,evening,0
2749,811.3126461635375,in-person,CA,afternoon,0
2750,636.3187524565648,in-person,US,evening,0
2751,388.77754042086855,online,CA,morning,0
2752,674.4561652405268,in-person,UK,afternoon,0
2753,260.64507426359,in-person,US,morning,0
2754,345.8470162857163,online,UK,morning,0
2755,917.5683572888582,online,US,evening,0
2756,291.214001165749,in-person,US,night,0
2757,470.5182798897787,in-person,US,afternoon,0
2758,890.2509962586187,in-person,CA,afternoon,0
2759,708.0136289172599,in-person,US,night,0
2760,63.14102293853805,in-person,UK,afternoon,0
2761,148.15574123469136,in-person,CA,evening,0
2762,8.833749181144901,online,CA,afternoon,0
2763,631.2908684389342,online,US,evening,0
2764,448.2257519850079,in-person,IN,afternoon,0
2765,135.14057605137324,in-person,CA,evening,0
2766,957.9761869357137,in-person,US,night,0
2767,530.1300642216743,online,UK,afternoon,0
2768,242.6514008187763,in-person,IN,evening,0
2769,501.10296758355287,online,CA,morning,0
2770,679.9407124023727,online,IN,morning,0
2771,77.16297875559091,in-person,CA,morning,0
2772,275.4291112328441,online,IN,afternoon,0
2773,807.1585253931096,in-person,IN,evening,0
2774,460.20520553225856,online,UK,morning,0
2775,547.0305648902626,in-person,IN,afternoon,0
2776,433.38318620725977,in-person,UK,evening,0
2777,44.85604270036211,online,US,morning,0
2778,166.58403004033576,online,CA,morning,0
2779,446.096097103149,online,UK,afternoon,0
2780,209.97627994251988,in-person,CA,evening,0
2781,50.929049631019055,online,UK,afternoon,0
2782,843.8060143877719,online,CA,morning,0
2783,981.2113366349517,in-person,UK,afternoon,0
2784,793.3497311227427,in-person,CA,afternoon,0
2785,853.9311367829623,online,US,morning,0
2786,242.73515318672833,online,CA,morning,0
2787,960.6663485376865,online,US,evening,0
2788,197.72877874897495,in-person,US,evening,0
2789,951.4783805514704,in-person,US,morning,0
2790,994.8244746719851,online,IN,morning,0
2791,712.0110829403027,in-person,CA,night,0
2792,981.1625880600301,online,IN,night,0
2793,569.9702397875366,online,IN,evening,0
2794,260.2822413929143,in-person,CA,afternoon,0
2795,437.5588897799552,online,US,morning,0
2796,593.9673744434072,online,IN,morning,0
2797,74.00848046498797,in-person,IN,afternoon,0
2798,622.7209213526288,online,UK,evening,0
2799,981.1966589255322,online,CA,night,0
2800,190.9175421339439,in-person,IN,evening,0
2801,792.8025211720949,online,CA,afternoon,0
2802,907.9908949858398,online,CA,morning,0
2803,943.7578912274006,in-person,IN,night,0
2804,960.1754688010418,in-person,CA,afternoon,0
2805,521.9381790827505,in-person,US,morning,0
2806,977.3306000835122,online,IN,evening,0
2807,757.5528969273045,in-person,IN,night,0
2808,162.50976480072492,online,IN,morning,0
2809,477.423206361502,in-person,UK,morning,0
2810,718.612844196632,online,UK,morning,0
2811,248.09297550326426,online,UK,morning,0
2812,640.9745683653384,in-person,UK,morning,0
2813,666.9338785675726,online,IN,evening,0
2814,163.5370440647573,online,US,afternoon,0
2815,565.5202271403035,in-person,CA,night,0
2816,771.8552840676291,online,CA,evening,0
2817,499.396768871406,online,IN,night,0
2818,13.091013659331319,online,US,morning,0
2819,10.029430610212884,in-person,CA,afternoon,0
2820,357.6723146260422,in-person,US,morning,0
2821,926.2678743633502,in-person,IN,evening,0
2822,229.44810282400516,in-person,UK,evening,0
2823,634.7293251828155,in-person,US,night,0
2824,222.85379482262726,in-person,CA,morning,0
2825,322.34831966988907,in-person,CA,morning,0
2826,848.1940475118824,in-person,CA,afternoon,0
2827,729.132580827677,online,UK,afternoon,0
2828,96.30387803589741,online,US,morning,0
2829,429.2733189654472,online,US,night,0
2830,30.140593881619203,online,CA,afternoon,0
2831,481.409256456406,in-person,US,morning,0
2832,662.7715776893671,online,CA,morning,0
2833,119.38412097455341,online,US,morning,0
2834,289.5960539702565,online,UK,evening,0
2835,398.43878887665477,online,UK,night,0
2836,919.6114936313937,online,IN,morning,0
2837,993.261760407541,in-person,IN,morning,0
2838,45.86638769662024,in-person,IN,morning,0
2839,761.2469155718967,online,US,afternoon,0
2840,372.3523423359409,online,UK,morning,0
2841,393.06572804325054,online,UK,evening,0
2842,754.5107083736757,online,UK,evening,0
2843,918.5080057132633,in-person,CA,night,0
2844,950.9776659080459,online,US,morning,0
2845,577.5454634522824,in-person,US,morning,0
2846,357.7640381412023,online,IN,morning,0
2847,787.7615367729205,in-person,CA,evening,0
2848,251.75038187903795,in-person,CA,afternoon,0
2849,564.5099548046843,in-person,UK,afternoon,0
2850,359.2198830633483,online,IN,morning,0
2851,656.9744426341682,online,US,afternoon,0
2852,241.1585139806134,in-person,CA,night,0
2853,192.40135278909094,online,UK,evening,0
2854,918.3208475887617,online,US,morning,0
2855,102.70187926658737,in-person,UK,afternoon,1
2856,506.4519498271967,online,US,morning,0
2857,221.6319301800459,in-person,UK,morning,0
2858,39.89103336234178,online,US,evening,0
2859,36.98279947313497,online,IN,evening,0
2860,176.0465503337215,in-person,US,afternoon,0
2861,866.9035841514942,in-person,US,evening,0
2862,283.19626523304964,in-person,US,night,0
2863,950.5087114047204,in-person,UK,morning,0
2864,582.0406706962043,online,CA,evening,0
2865,437.17757557899733,online,US,afternoon,0
2866,580.5087458347851,online,US,afternoon,0
2867,517.1816868410415,in-person,IN,afternoon,0
2868,759.0174775035679,online,US,night,0
2869,283.2135699068794,online,IN,evening,0
2870,353.6973412087021,online,US,evening,0
2871,894.2002082307175,in-person,UK,night,0
2872,946.510056637255,in-person,CA,evening,0
2873,892.665669258988,online,CA,evening,0
2874,420.0285459633563,online,CA,evening,1
2875,780.5851375038748,in-person,UK,night,0
2876,476.8593975677977,in-person,IN,night,0
2877,498.0423122939561,in-person,CA,afternoon,1
2878,205.47542894822666,in-person,UK,night,0
2879,591.539172955258,online,UK,night,0
2880,186.94976185559457,in-person,US,afternoon,0
2881,332.23313436812657,online,IN,night,0
2882,855.1751714183152,in-person,UK,evening,0
2883,207.86873340164436,online,IN,morning,0
2884,72.08712688825938,online,CA,afternoon,0
2885,69.93858502020349,in-person,CA,morning,0
2886,940.8437359826048,online,CA,morning,0
2887,507.41351752387277,online,US,afternoon,0
2888,410.0026597452013,online,US,morning,0
2889,811.0677024269105,in-person,IN,morning,0
2890,835.9901019826056,in-person,IN,afternoon,0
2891,332.858842082489,in-person,US,afternoon,0
2892,693.9244394163214,online,UK,evening,0
2893,771.3516930360347,online,IN,afternoon,0
2894,654.9960361790886,online,IN,night,0
2895,152.44347972529928,online,CA,morning,0
2896,876.00720043354,in-person,IN,afternoon,0
2897,539.5554581832727,online,IN,evening,0
2898,283.18995394363367,online,UK,afternoon,0
2899,425.80295725225625,online,IN,morning,0
2900,38.533519308508474,in-person,UK,afternoon,0
2901,128.73893442119515,online,CA,morning,0
2902,765.781203765345,in-person,US,afternoon,0
2903,1.0116231206107749,in-person,CA,evening,0
2904,417.1492626538099,online,UK,night,0
2905,522.9876709045028,online,UK,evening,0
2906,55.579785580971325,online,IN,afternoon,0
2907,973.1050848093605,online,IN,morning,0
2908,226.89920591842227,in-person,US,evening,0
2909,304.8945209166446,in-person,UK,night,0
2910,304.6385697427723,in-person,UK,night,1
2911,231.18624545523255,in-person,CA,morning,0
2912,2.4723482642251047,in-person,US,afternoon,0
2913,729.6154492939083,in-person,CA,evening,0
2914,966.878654299486,in-person,IN,evening,0
2915,225.06918980176002,in-person,IN,morning,0
2916,663.384144611619,in-person,CA,evening,0
2917,742.1544306317564,in-person,IN,morning,0
2918,848.5769537114342,online,CA,morning,0
2919,423.2065678165955,online,UK,afternoon,0
2920,303.62797473478884,online,UK,morning,0
2921,325.9698388890081,in-person,IN,evening,0
2922,712.9087117654143,online,US,morning,0
2923,816.9626870391304,in-person,UK,evening,0
2924,182.43235378884606,in-person,IN,morning,0
2925,371.57006714960744,online,US,afternoon,1
2926,902.0382565524009,in-person,IN,afternoon,0
2927,806.8868261750445,online,CA,morning,0
2928,984.8735443597134,in-person,IN,morning,0
2929,754.4940114223987,in-person,CA,morning,0
2930,393.80200582689434,online,UK,afternoon,0
2931,591.0471961606431,online,UK,night,0
2932,661.353239993073,online,IN,morning,0
2933,79.37736050080683,online,US,night,0
2934,544.9524621447612,online,IN,morning,0
2935,709.611507644137,online,IN,evening,0
2936,168.15398269705932,in-person,UK,afternoon,0
2937,780.8510857081316,in-person,UK,night,0
2938,584.1890077335976,in-person,IN,night,0
2939,952.2695639118971,in-person,UK,afternoon,0
2940,43.3798759086848,online,CA,night,0
2941,266.0608114179115,in-person,IN,morning,0
2942,601.9523254205243,in-person,UK,night,0
2943,297.2633522937248,online,IN,morning,0
2944,714.709739907171,in-person,UK,night,0
2945,759.2462772394091,online,CA,evening,0
2946,103.41344810240798,online,CA,night,0
2947,514.3406097425609,online,IN,night,0
2948,509.38166503546483,in-person,CA,morning,0
2949,369.9114894453255,online,CA,afternoon,0
2950,932.9919377071025,in-person,UK,evening,0
2951,827.6788135533479,in-person,IN,afternoon,0
2952,697.5121725277271,in-person,UK,morning,0
2953,714.6123090992626,online,UK,evening,0
2954,462.254427669306,online,US,night,0
2955,921.0735265754793,online,CA,afternoon,0
2956,694.9008318260321,in-person,UK,afternoon,0
2957,729.2520805941606,in-person,UK,afternoon,0
2958,861.829212883558,online,UK,night,0
2959,274.7975177528488,in-person,CA,morning,0
2960,807.2638329628363,online,CA,night,0
2961,196.04536235353555,online,CA,night,0
2962,345.99661029264297,in-person,IN,morning,0
2963,336.27484381557286,in-person,UK,morning,0
2964,978.5469429207515,online,CA,night,0
2965,856.6806865241789,in-person,UK,morning,0
2966,701.4686917286695,online,IN,afternoon,0
2967,727.3297048537747,online,US,evening,0
2968,562.5107216081685,in-person,IN,morning,0
2969,947.1435764414106,online,CA,evening,0
2970,496.7624941294792,in-person,CA,afternoon,1
2971,381.13719216002465,online,IN,morning,0
2972,163.8723015946594,in-person,UK,night,0
2973,786.4194466087969,in-person,CA,night,0
2974,734.7094881435158,online,CA,afternoon,0
2975,384.9706834856108,in-person,IN,morning,0
2976,26.16822054527013,in-person,UK,night,0
2977,839.1583303902927,online,IN,morning,0
2978,12.406565470619558,in-person,IN,evening,0
2979,703.9960798494219,online,UK,night,0
2980,970.286852616331,in-person,UK,afternoon,1
2981,438.22366682005526,online,US,night,0
2982,235.73843159095682,online,IN,afternoon,0
2983,705.1661390333384,online,UK,afternoon,0
2984,817.3110138735696,online,CA,evening,0
2985,546.8838857617694,in-person,US,evening,0
2986,967.06823998089,online,IN,afternoon,0
2987,52.61705293630314,in-person,UK,night,0
2988,505.2908027062236,online,US,afternoon,0
2989,718.7354933752275,in-person,US,morning,0
2990,862.7778306780298,online,CA,morning,0
2991,180.07635629588225,in-person,US,night,0
2992,800.2034782819177,in-person,IN,night,0
2993,553.1543686428267,online,UK,evening,0
2994,397.15712830797327,online,US,morning,0
2995,132.58331355051448,online,US,afternoon,0
2996,865.4304631500034,in-person,IN,afternoon,0
2997,158.11593497153564,in-person,CA,morning,0
2998,310.4780713498901,in-person,CA,morning,0
2999,290.75548643047443,in-person,UK,evening,0
3000,871.5426201566635,online,IN,morning,0
3001,673.0302912146891,online,CA,evening,0
3002,796.8847157941809,online,UK,night,0
3003,251.21743089370648,online,UK,night,0
3004,625.2492255073919,in-person,CA,morning,0
3005,572.1742371606049,in-person,IN,morning,0
3006,832.9975464114829,online,US,morning,0
3007,906.1809734207793,in-person,CA,morning,0
3008,13.14461470590942,online,US,afternoon,0
3009,674.3458991397339,in-person,US,afternoon,0
3010,52.78396332060929,in-person,IN,night,0
3011,549.3098064122786,in-person,IN,afternoon,0
3012,288.34509631463453,in-person,UK,morning,0
3013,307.4698229226191,in-person,IN,evening,0
3014,353.6055449489042,in-person,UK,night,0
3015,621.6711566005605,online,CA,morning,0
3016,334.71591570310045,in-person,US,afternoon,0
3017,732.9663515396901,online,IN,evening,0
3018,405.1228581882958,online,CA,evening,0
3019,69.28484710964865,online,UK,afternoon,0
3020,783.9760826416232,online,IN,morning,0
3021,286.47256626811327,online,US,evening,0
3022,433.3341127196634,online,CA,evening,0
3023,685.7584393386796,in-person,IN,afternoon,0
3024,333.1237009915633,in-person,IN,evening,0
3025,57.529070490568905,in-person,CA,evening,0
3026,374.5471259658008,online,UK,evening,0
3027,944.5041341116091,online,UK,night,0
3028,642.0926629012596,online,IN,morning,0
3029,671.8076695185397,in-person,UK,morning,0
3030,632.6498714840022,in-person,UK,afternoon,0
3031,199.79314682047735,in-person,CA,morning,1
3032,418.91553023817784,online,UK,evening,0
3033,751.1888585649549,online,UK,morning,0
3034,102.27152465560599,online,CA,night,0
3035,278.57492331362255,in-person,IN,evening,0
3036,277.04278935738773,online,IN,evening,0
3037,432.5869086669115,online,CA,night,0
3038,980.3883722012429,online,US,night,0
3039,68.43504413713812,online,CA,morning,0
3040,519.1822933862144,in-person,US,morning,0
3041,180.18531733019825,in-person,UK,morning,0
3042,970.7058688643344,online,IN,night,0
3043,114.19020122273673,online,US,morning,0
3044,404.1974013592297,in-person,US,afternoon,0
3045,738.1470998497716,in-person,UK,morning,0
3046,704.8498735994178,online,IN,night,0
3047,423.3059082570383,in-person,UK,night,0
3048,347.1776437847655,in-person,IN,afternoon,0
3049,398.2147661743177,online,IN,evening,0
3050,265.0119868954806,in-person,UK,afternoon,0
3051,206.12760576809302,in-person,US,night,0
3052,483.5566578613311,in-person,CA,evening,0
3053,269.26522231153973,in-person,IN,afternoon,0
3054,288.17420323235285,online,IN,afternoon,0
3055,657.0993074110825,in-person,CA,evening,0
3056,968.5687943681924,in-person,CA,afternoon,0
3057,604.0335633588157,online,UK,evening,0
3058,77.90248759790131,in-person,IN,morning,0
3059,76.50803024021292,online,UK,evening,0
3060,951.4717976247204,online,CA,afternoon,0
3061,297.9934995170263,in-person,UK,morning,0
3062,92.97491909639295,in-person,IN,night,0
3063,599.4455425632311,in-person,US,night,0
3064,624.0251295119758,in-person,US,night,0
3065,648.8563152985695,in-person,IN,afternoon,0
3066,268.1346258296838,online,UK,morning,0
3067,16.09557353026056,in-person,CA,evening,0
3068,965.0503540850174,online,CA,night,0
3069,251.6421526454114,in-person,US,night,0
3070,676.3502617644949,online,UK,morning,0
3071,706.9232400088308,in-person,CA,morning,0
3072,610.3974096624062,in-person,CA,morning,0
3073,313.59448681943456,in-person,IN,afternoon,1
3074,271.8251575103017,in-person,UK,morning,0
3075,598.0706144200004,in-person,UK,evening,0
3076,866.2295379780799,online,CA,evening,0
3077,946.7869951944722,in-person,UK,night,0
3078,106.79989859935387,in-person,UK,evening,0
3079,155.67378398512213,in-person,UK,morning,0
3080,944.7915225242966,online,IN,evening,1
3081,736.7986931064578,in-person,CA,night,0
3082,883.1108310049433,online,US,afternoon,0
3083,203.4300015012078,in-person,UK,evening,0
3084,587.9982852382925,online,CA,night,0
3085,701.4384548230562,in-person,US,night,0
3086,680.4317735615257,in-person,IN,morning,0
3087,408.7435391758314,online,CA,night,0
3088,16.37949679961717,in-person,IN,evening,0
3089,583.3431307474589,online,CA,night,0
3090,253.84843764042915,in-person,IN,night,0
3091,450.80399189674745,in-person,CA,morning,0
3092,957.6234340687336,online,IN,morning,0
3093,399.63628232479226,in-person,US,evening,0
3094,839.9618050577623,online,CA,night,0
3095,189.35206514350187,online,US,afternoon,0
3096,672.7880375270038,in-person,UK,night,0
3097,977.0299474845045,in-person,US,afternoon,0
3098,102.79120777206386,in-person,CA,evening,0
3099,9.31162228496482,online,US,morning,0
3100,434.1492098399817,online,CA,evening,0
3101,93.53285756831583,in-person,IN,morning,0
3102,748.6359653265552,online,UK,morning,0
3103,914.6341151847104,online,US,night,0
3104,434.5869517360501,online,UK,night,0
3105,259.45293051328554,online,US,morning,0
3106,434.96891568760316,in-person,CA,afternoon,0
3107,723.724370032151,in-person,US,afternoon,0
3108,10.045107418790607,in-person,UK,night,0
3109,589.8645354952125,online,US,evening,0
3110,613.6783932024916,online,UK,afternoon,0
3111,638.0505586490395,online,UK,morning,0
3112,242.78005790089634,online,CA,night,0
3113,714.3386706547486,in-person,IN,night,0
3114,92.30009484544463,online,IN,morning,0
3115,200.071066130334,online,US,evening,0
3116,877.5925766078275,in-person,UK,morning,0
3117,738.9844275758398,in-person,CA,evening,0
3118,14.731808457333907,in-person,IN,night,0
3119,249.1278841094304,online,CA,evening,0
3120,215.1920765101714,online,CA,morning,0
3121,271.5355217089356,online,UK,night,0
3122,248.31221050960653,online,US,afternoon,0
3123,63.46376944710289,online,UK,night,0
3124,459.48157608022353,online,IN,morning,0
3125,733.000741311379,in-person,IN,morning,0
3126,607.124992992719,online,CA,night,0
3127,673.1987969294817,in-person,UK,night,0
3128,82.06802935770291,in-person,UK,night,0
3129,951.5392194666105,in-person,CA,evening,0
3130,838.6533420091818,online,US,afternoon,0
3131,805.285228177167,online,CA,evening,0
3132,823.1608212367257,in-person,CA,morning,0
3133,932.7777976246285,online,IN,night,0
3134,544.709712147584,online,UK,evening,1
3135,201.08173584975827,in-person,IN,evening,0
3136,617.1668242446887,online,CA,morning,0
3137,743.1386121742711,online,UK,evening,0
3138,738.1794759606714,online,CA,morning,0
3139,521.9275751427132,online,CA,evening,0
3140,69.39026061424448,in-person,US,afternoon,0
3141,371.7418254916977,in-person,IN,morning,0
3142,920.8458418548939,online,IN,afternoon,0
3143,584.8644608476686,online,CA,evening,0
3144,538.7936113124578,online,US,afternoon,0
3145,269.5846608678113,in-person,CA,afternoon,0
3146,369.0804709966623,online,CA,afternoon,0
3147,895.4507430640161,online,CA,evening,0
3148,666.7965844793089,in-person,US,morning,0
3149,787.5996397255806,online,UK,evening,0
3150,454.8910776445875,in-person,US,evening,1
3151,630.6169722367017,online,CA,evening,0
3152,249.13522513446432,in-person,UK,morning,0
3153,705.7553694532028,online,CA,night,0
3154,428.17373236963397,online,US,evening,0
3155,443.1029692999308,in-person,US,evening,0
3156,649.6730022523047,in-person,UK,morning,0
3157,936.3443408474577,in-person,US,night,0
3158,64.94234026201231,in-person,CA,night,0
3159,824.9184941096606,in-person,UK,night,0
3160,293.09072730178093,online,IN,night,0
3161,444.4755350518714,in-person,CA,morning,0
3162,22.891415446233946,in-person,IN,morning,0
3163,301.74503175647874,in-person,UK,night,0
3164,503.12861138750037,in-person,UK,afternoon,0
3165,57.119901270091574,online,CA,morning,0
3166,491.604633653782,online,US,afternoon,0
3167,927.1835182295689,online,CA,afternoon,0
3168,106.28782488969742,online,US,night,1
3169,764.6762873474288,online,US,night,0
3170,410.26138232261667,in-person,CA,evening,0
3171,655.5185408098137,online,UK,afternoon,0
3172,260.97636138724414,online,CA,evening,0
3173,160.33277027881692,in-person,IN,night,0
3174,161.3021516569552,in-person,UK,afternoon,1
3175,71.4214536975015,online,US,morning,0
3176,186.46105819634178,online,UK,evening,0
3177,664.5551656039793,in-person,CA,night,0
3178,881.8089212316645,online,UK,afternoon,0
3179,814.3115599055707,in-person,US,night,0
3180,685.4491755646096,in-person,US,evening,0
3181,111.32143154769157,online,UK,night,0
3182,289.89825884965387,online,IN,night,0
3183,310.4970684471465,online,US,morning,0
3184,250.7069894512236,in-person,IN,night,0
3185,515.4906540500134,in-person,US,afternoon,0
3186,536.0182610647929,online,UK,afternoon,0
3187,357.5290891959391,online,US,morning,0
3188,354.4353695776996,online,IN,afternoon,0
3189,828.7270423081753,in-person,IN,night,0
3190,789.5035554713659,in-person,UK,night,0
3191,308.4880358490649,in-person,IN,afternoon,0
3192,913.874655429386,online,IN,evening,0
3193,952.8622019855035,in-person,UK,night,1
3194,327.4157994880108,in-person,US,afternoon,0
3195,355.0705238442618,online,UK,night,0
3196,506.1285192685369,in-person,US,night,0
3197,941.1796917211399,online,US,morning,0
3198,876.4431137091692,in-person,US,afternoon,0
3199,103.46539462100621,online,CA,night,0
3200,393.3380125281448,online,US,evening,0
3201,553.817818560022,in-person,UK,afternoon,0
3202,503.6293400789885,online,UK,evening,0
3203,194.66920486895577,in-person,UK,afternoon,0
3204,858.9579543969866,online,CA,evening,0
3205,677.2638422138405,online,IN,evening,0
3206,838.0704664769518,online,CA,afternoon,0
3207,858.9055150701228,in-person,UK,morning,0
3208,748.607497812074,online,UK,morning,0
3209,439.7713906484676,online,IN,afternoon,0
3210,610.9362082604091,in-person,CA,night,1
3211,161.20504071362342,online,UK,afternoon,0
3212,673.9717720574328,online,US,afternoon,0
3213,180.07400248354148,online,US,night,0
3214,694.2556409196467,online,UK,afternoon,0
3215,230.3685625932147,in-person,US,afternoon,0
3216,118.43374885006975,online,IN,night,0
3217,166.1192056528145,online,UK,night,0
3218,2.9901430838511978,in-person,CA,morning,0
3219,719.0208782356767,online,UK,evening,0
3220,732.6686480093207,online,IN,evening,0
3221,515.4184165633462,in-person,CA,morning,0
3222,162.2014382543283,in-person,IN,morning,0
3223,84.47078317317906,in-person,US,evening,0
3224,20.109837470849723,in-person,US,morning,0
3225,166.5824287882555,online,US,afternoon,0
3226,890.9646794481636,in-person,IN,morning,0
3227,242.2953048599801,online,IN,morning,0
3228,354.91705588999844,in-person,UK,morning,0
3229,106.24013899685185,online,CA,morning,0
3230,223.1389434434221,in-person,CA,evening,0
3231,519.7053462094249,in-person,IN,night,0
3232,608.144930412557,online,IN,evening,0
3233,246.10696185204486,in-person,US,evening,0
3234,58.67442706589209,in-person,IN,night,0
3235,391.64183625827127,in-person,US,evening,0
3236,234.9691675554078,online,IN,afternoon,0
3237,220.33436930657214,in-person,CA,night,1
3238,959.9029399107418,in-person,UK,afternoon,0
3239,616.6841854397983,online,IN,evening,0
3240,557.3215647289238,online,US,evening,0
3241,416.3593284197986,in-person,UK,night,0
3242,429.5153890967141,online,US,evening,0
3243,541.3640988342428,online,US,morning,0
3244,696.7333772290712,online,UK,afternoon,0
3245,702.4439500856477,in-person,UK,afternoon,1
3246,172.52221379774412,in-person,UK,morning,1
3247,500.61263932455034,online,IN,night,0
3248,412.5461369390679,in-person,UK,night,0
3249,870.6564393031148,online,IN,morning,0
3250,631.787502297158,in-person,CA,morning,0
3251,532.9715623495658,online,CA,afternoon,0
3252,116.27924753673845,in-person,US,morning,1
3253,606.032251434088,online,US,morning,0
3254,118.08670177455319,in-person,IN,morning,0
3255,337.86936899018633,in-person,US,evening,0
3256,143.69912284951752,online,CA,morning,0
3257,692.3815733773446,in-person,IN,evening,0
3258,207.04586172231646,in-person,IN,afternoon,0
3259,392.46751381483796,in-person,UK,afternoon,0
3260,895.7791028411599,in-person,IN,night,0
3261,205.1120670155713,in-person,US,afternoon,0
3262,508.29725889482035,in-person,CA,night,0
3263,419.852389504856,in-person,US,evening,0
3264,19.105917004684002,in-person,CA,morning,0
3265,792.96535545924,online,UK,afternoon,0
3266,69.97686040828512,in-person,CA,morning,0
3267,474.7807659559766,online,UK,night,0
3268,561.117616644011,in-person,US,evening,0
3269,628.7980301579724,online,UK,afternoon,0
3270,688.9429976785677,in-person,IN,morning,0
3271,254.01911113919238,online,IN,night,0
3272,10.968797881790923,online,CA,morning,0
3273,723.7202186925571,in-person,US,afternoon,0
3274,536.120942748231,online,US,morning,0
3275,836.2815855040415,in-person,CA,evening,0
3276,821.5669745377936,in-person,IN,afternoon,0
3277,843.4828416200953,online,UK,night,0
3278,485.6095653195606,in-person,CA,afternoon,0
3279,334.2947674410288,online,UK,night,0
3280,791.7666443887787,online,UK,night,0
3281,451.84281891622567,in-person,US,afternoon,0
3282,184.25875420703107,in-person,IN,night,0
3283,855.1190455419129,in-person,UK,afternoon,0
3284,882.6773168955749,in-person,IN,evening,0
3285,466.84344638402996,in-person,US,evening,0
3286,76.62402758247768,online,CA,morning,1
3287,388.4382638270143,online,CA,evening,0
3288,803.7341218031407,in-person,US,night,0
3289,901.8722545176824,in-person,US,morning,0
3290,204.26926975509824,in-person,UK,morning,0
3291,67.90663841324626,online,US,afternoon,0
3292,877.4731026797058,online,CA,morning,0
3293,390.0155340398964,online,IN,afternoon,0
3294,542.2192033032957,in-person,IN,morning,0
3295,968.0977462387082,in-person,IN,evening,0
3296,67.49816318630863,online,IN,afternoon,0
3297,648.6696894446435,in-person,US,night,0
3298,75.0313171522922,in-person,US,morning,0
3299,376.09345953803387,online,IN,evening,0
3300,804.0107306482533,online,US,evening,0
3301,434.03876052287876,in-person,UK,afternoon,0
3302,997.1851715490475,online,US,afternoon,0
3303,559.5002256616556,in-person,UK,afternoon,0
3304,321.8409904833175,online,UK,night,0
3305,220.89121457884838,online,US,night,0
3306,351.1700137518757,in-person,IN,night,0
3307,373.1607404857913,in-person,UK,morning,0
3308,69.64496404623702,online,US,night,0
3309,370.2046252273464,in-person,CA,afternoon,0
3310,464.7742812194857,online,IN,evening,0
3311,723.0150144865659,in-person,CA,evening,0
